URL,Filename,DocumentID
https://securityandtechnology.org/wp-content/uploads/2022/08/IST-Blueprint-for-Ransomware-Defense.pdf,IST-Blueprint-for-Ransomware-Defense.pdf,aa23-165a_understanding_TA_LockBit_0.pdf
